name,original_image,original_mask,folder,remove_image,inpaint_image,inpaint_mask,inpaint_background,alignment_score,prediction_score,priority
case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0401,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case20_15/case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0401.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case20_15/case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0401.png,case20_15,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0401.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0401.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0401.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0401&case_M_20181109094641_0U62372110931241_1_007_001-1_Negative_ayy_image007840.jpg,0.9228,0.9633,143.0
case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0431,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case20_15/case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0431.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case20_15/case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0431.png,case20_15,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0431.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0431.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0431.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a15_ayy_image0431&case_M_20190107093607_0U62372010701507_1_004_001-1_Negative_ayy_image005931.jpg,0.8547,0.0001,1775.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0186,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0186.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0186.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0186.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0186.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0186.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0186&0_12_frame_3625.jpg,0.8462,0.7879,1398.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0196,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0196.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0196.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0196.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0196.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0196.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0196&case_M_20181207142726_0U62365120779625_1_002_001-1_Negative_ayy_image002024.jpg,0.7761,0.0012,683.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0166,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0166.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0166.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0166.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0166.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0166.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0166&case_M_20181001094710_0U62363100131210_1_006_001-1_Negative_ayy_image005861.jpg,0.8493,0.0004,1557.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0236,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0236.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0236.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0236.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0236.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0236.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0236&0_1_frame_4400.jpg,0.7953,0.0002,216.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0256,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0256.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0256.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0256.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0256.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0256.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0256&case_M_20190107093607_0U62372010701507_1_004_001-1_Negative_ayy_image015609.jpg,0.9317,0.9669,1467.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0136,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0136.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0136.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0136.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0136.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0136.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0136&0_2_frame_6375.jpg,0.7759,0.0001,248.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0226,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0226.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0226.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0226.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0226.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0226.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0226&case_M_20181001094710_0U62363100131210_1_006_001-1_Negative_ayy_image004789.jpg,0.8141,0.6324,112.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0216,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0216.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0216.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0216.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0216.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0216.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0216&case_M_20181001094710_0U62363100131210_1_006_001-1_Negative_ayy_image004657.jpg,0.8361,0.4392,877.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0206,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0206.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0206.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0206.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0206.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0206.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0206&0_10_frame_7575.jpg,0.8039,0.8279,238.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0176,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0176.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0176.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0176.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0176.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0176.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0176&0_16_frame_4775.jpg,0.7662,0.8636,449.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0246,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0246.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0246.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0246.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0246.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0246.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0246&case_M_20181207142726_0U62365120779625_1_002_001-1_Negative_ayy_image002260.jpg,0.8664,0.7822,30.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0116,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0116.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0116.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0116.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0116.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0116.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0116&case_M_20190107093607_0U62372010701507_1_004_001-1_Negative_ayy_image008874.jpg,0.9215,0.9591,566.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0156,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0156.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0156.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0156.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0156.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0156.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0156&case_M_20181024134247_0U62368102492146_1_002_001-1_Negative_ayy_image007802.jpg,0.8607,0.9154,955.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0126,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0126.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0126.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0126.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0126.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0126.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0126&case_M_20181024134247_0U62368102492146_1_002_001-1_Negative_ayy_image005976.jpg,0.8868,0.9106,1647.0
case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0146,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0146.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case44_2/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0146.png,case44_2,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0146.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0146.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0146.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181105095958_0U62368110576557_1_003_002-1_a6_ayy_image0146&case_M_20181109094641_0U62372110931241_1_003_001-1_Negative_ayy_image011092.jpg,0.8407,0.5799,1201.0
case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0061,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case20_20/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0061.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case20_20/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0061.png,case20_20,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0061.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0061.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0061.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0061&case_M_20181016094928_0U62372101653128_1_006_001-1_Negative_ayy_image010645.jpg,0.8246,0.0003,550.0
case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0111,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case20_20/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0111.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case20_20/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0111.png,case20_20,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0111.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0111.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0111.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0111&case_M_20181016094928_0U62372101653128_1_006_001-1_Negative_ayy_image001124.jpg,0.8521,0.8695,462.0
case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0091,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case20_20/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0091.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case20_20/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0091.png,case20_20,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0091.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0091.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0091.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0091&0_2_frame_1475.jpg,0.7287,0.5703,946.0
case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0101,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case20_20/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0101.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case20_20/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0101.png,case20_20,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0101.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0101.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0101.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0101&0_11_frame_9175.jpg,0.8705,0.8968,1486.0
case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0081,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case20_20/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0081.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case20_20/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0081.png,case20_20,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0081.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0081.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0081.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0081&0_11_frame_1950.jpg,0.8985,0.972,338.0
case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0071,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/images/case20_20/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0071.jpg,/home/user01/majiajian/data/polyp/SUN-SEG_10/TrainDataset_10/masks/case20_20/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0071.png,case20_20,/home/user01/majiajian/data/polyp/SUN-SEG_10/SUN-SEG_10_remove/remove/images/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0071.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/images/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0071.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/refined_masks/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0071.png,/home/user01/majiajian/data/polyp/SUN-SEG_10/multiple_controlnet_inpaint/background/1/case_M_20181010094822_0U62363101085921_1_003_001-1_a17_ayy_image0071&0_12_frame_2950.jpg,0.9209,0.0003,914.0
